4.7	5.6	8.0	13.6	15.0	19.6	23.7	21.2	17.0	10.7	7.9	0.9
4.4	2.9	7.2	9.5	15.6	19.0	22.9	21.4	18.4	10.3	6.8	1.0
-6.1	-4.1	5.9	13.2	15.5	19.2	23.9	22.1	18.7	12.6	4.9	-1.7
-3.0	4.8	5.1	10.3	15.8	18.6	22.7	21.7	18.9	12.7	4.1	0.9
-4.0	2.4	8.0	9.6	15.7	21.0	22.5	21.7	16.2	16.0	7.0	-0.6
-1.8	0.6	7.5	12.6	15.1	19.6	23.8	21.9	17.7	11.1	5.2	-1.8
-2.3	-2.9	5.3	10.6	15.4	19.3	21.2	20.5	16.0	13.1	8.1	2.8
-0.6	6.3	5.3	10.5	16.1	19.9	23.0	22.6	17.7	9.0	9.3	0.8
2.4	6.0	7.4	10.3	16.4	19.4	23.3	21.1	17.0	13.6	3.9	3.9
2.5	5.1	8.1	11.3	16.2	19.7	22.1	23.0	19.3	13.6	8.4	2.7
-1.6	0.5	5.5	10.7	15.5	20.4	24.5	22.4	16.4	12.7	7.2	3.8
3.3	2.6	7.8	10.4	13.5	20.5	23.4	21.9	19.0	15.0	5.1	6.5
2.0	-0.8	4.3	11.8	15.9	19.2	20.6	21.4	19.3	12.2	4.4	2.5
-3.7	0.4	5.3	11.7	16.1	19.1	22.4	20.4	17.6	10.6	8.3	2.8
3.5	4.7	7.4	9.4	16.5	20.6	22.4	20.1	19.1	12.2	7.0	-3.9
4.3	-2.5	3.0	12.1	17.3	20.2	21.6	24.0	17.3	9.7	8.5	1.9
3.6	4.7	7.6	13.3	12.8	19.6	24.0	25.1	19.5	12.2	3.3	1.3
2.8	4.7	-0.1	10.1	16.1	19.5	23.6	21.9	19.0	11.6	6.1	3.1
1.3	3.3	4.9	11.5	16.0	19.4	23.6	22.4	17.8	11.8	3.5	3.3
-5.9	-1.7	8.5	16.1	16.8	20.5	23.8	24.1	18.5	11.9	7.0	0.6
-4.8	0.4	7.0	11.2	14.9	20.0	24.5	22.7	17.6	12.8	9.3	3.9
-0.2	-2.7	7.6	11.8	14.8	21.3	24.9	24.1	18.6	14.2	7.0	0.0
-4.4	-6.0	3.4	11.7	15.7	19.4	21.7	23.7	16.5	15.1	5.5	-1.1
-3.9	0.0	5.9	11.6	15.3	19.8	22.9	23.5	18.8	14.1	4.0	3.4
4.4	2.6	6.6	14.2	17.6	21.0	24.3	23.4	22.0	16.0	6.2	0.1
2.9	4.8	7.3	9.8	17.9	21.7	22.0	24.1	19.2	11.5	3.9	2.0
1.7	5.2	4.9	9.5	18.7	20.6	25.8	24.4	18.8	12.6	8.5	7.4
2.6	0.3	3.5	7.9	17.9	20.6	24.5	21.6	16.1	13.5	7.0	4.0
1.0	2.6	4.6	13.3	16.8	21.1	25.3	24.9	19.3	14.3	10.4	4.4
3.7	4.0	7.0	12.1	17.0	19.7	25.0	24.3	19.2	13.9	7.4	5.7
-3.6	-1.3	4.5	13.9	15.4	19.8	26.0	23.2	18.4	12.2	8.3	2.4
3.5	4.1	11.7	13.3	15.3	22.5	26.3	24.9	20.5	13.0	7.4	4.3
-5.8	3.6	8.6	10.6	16.3	20.8	24.5	22.6	19.0	13.6	7.9	-2.0
5.8	-0.8	3.0	10.7	18.7	21.8	23.4	24.1	18.2	14.8	7.5	2.8
0.3	3.1	7.2	11.3	15.9	20.3	23.4	23.0	18.8	15.2	6.2	1.2
3.3	2.9	6.8	11.5	16.5	20.5	25.3	25.1	18.3	11.1	6.7	3.2
-1.5	2.3	7.9	12.6	16.6	22.3	23.5	26.7	18.7	14.5	5.1	0.2
1.0	1.5	7.1	8.9	19.8	22.6	25.6	25.1	19.0	14.6	7.2	1.4
-3.7	-2.6	10.3	14.6	15.7	22.3	25.1	27.1	21.2	14.0	9.5	1.3
3.2	5.1	5.9	11.0	16.1	22.1	23.7	22.5	17.4	16.2	6.9	6.0
4.6	6.8	9.1	12.2	17.6	21.5	26.6	27.3	21.7	13.2	11.3	7.1
2.6	2.6	6.1	10.6	15.3	20.1	25.7	23.9	20.0	11.5	2.5	3.5
-0.5	-1.4	6.8	15.2	16.6	23.3	26.7	23.7	21.1	15.7	8.6	4.6
2.6	6.1	8.3	12.9	19.1	22.6	24.4	24.2	18.1	11.0	8.7	-1.8
3.6	5.8	8.6	14.4	17.8	20.9	26.2	26.4	19.5	13.4	7.1	6.9
1.6	3.8	7.6	10.0	17.2	19.5	24.7	25.4	22.8	15.4	8.7	-1.1
