11.6	14.0	18.6	28.1	27.3	29.8	33.7	34.8	29.2	23.2	19.0	12.0
16.5	11.4	18.6	24.9	28.0	31.7	35.4	34.8	32.2	25.8	19.0	13.5
6.4	9.6	19.2	25.5	28.0	31.3	35.5	33.8	31.0	27.0	18.5	12.5
8.8	17.5	19.5	22.0	29.6	32.0	36.2	32.6	31.0	27.2	17.0	12.8
7.0	14.8	17.7	22.2	27.0	32.4	34.6	34.0	28.2	28.6	16.6	11.3
8.2	9.8	23.0	25.0	26.8	30.0	34.4	34.2	31.7	26.0	18.2	10.8
10.0	6.5	18.0	24.6	25.0	28.5	32.8	32.8	33.2	27.2	20.0	14.8
12.2	18.2	22.0	25.4	28.8	29.6	34.0	36.0	32.0	24.2	22.0	12.0
10.8	18.2	18.4	21.8	28.2	33.8	35.0	36.0	29.5	30.0	15.6	13.0
11.8	17.0	20.0	26.2	25.0	32.0	34.0	35.4	31.0	25.2	20.4	12.6
10.0	9.8	20.5	20.4	30.5	35.2	36.5	33.0	30.0	28.9	19.4	14.8
8.4	10.8	22.0	23.8	28.0	31.6	34.4	32.0	32.0	27.8	17.0	13.0
12.5	13.2	18.0	23.2	26.3	33.5	31.8	32.4	30.2	26.0	19.6	12.4
8.8	13.0	19.9	24.8	25.6	31.0	33.0	32.0	29.6	25.7	19.3	11.3
10.4	15.4	15.8	20.5	28.2	32.0	33.2	29.2	30.8	30.0	15.2	8.3
12.4	10.5	18.2	25.4	26.1	30.5	32.5	35.2	30.2	26.2	18.5	14.5
12.4	13.4	19.3	24.2	24.2	28.4	34.5	35.3	32.4	23.4	16.5	14.2
13.4	16.5	17.4	18.2	28.5	30.5	35.2	35.4	31.2	29.7	17.4	14.8
11.3	12.5	15.4	22.5	29.4	30.5	33.6	34.0	32.5	26.2	14.5	13.4
4.9	15.4	19.2	26.5	30.5	31.4	33.6	32.5	31.5	22.5	19.8	11.4
8.5	13.0	19.0	25.4	30.5	32.2	34.5	31.4	31.4	26.5	23.4	15.0
11.4	12.5	23.2	24.4	27.4	33.4	33.4	33.4	31.0	27.6	17.4	7.4
5.4	8.5	15.4	22.5	26.5	29.6	33.4	33.4	32.5	29.4	22.5	11.2
9.3	11.4	19.4	26.2	28.5	33.4	35.4	34.5	32.4	27.8	22.9	12.4
13.4	13.0	18.5	25.4	31.4	32.0	33.4	36.4	33.4	29.6	21.4	11.9
12.8	18.5	17.2	21.4	31.8	33.7	32.2	34.5	32.0	22.4	16.0	12.5
9.5	14.2	15.4	23.4	30.4	35.0	36.5	34.5	31.4	27.2	18.4	16.0
13.4	13.4	13.4	24.5	29.4	34.5	34.6	33.4	30.4	25.2	19.4	15.9
12.4	15.0	17.3	29.4	27.2	32.5	36.5	36.5	33.0	28.0	22.2	12.6
14.0	11.5	18.2	24.5	30.2	31.2	36.0	37.3	32.4	31.3	21.3	15.4
13.4	8.4	21.4	23.9	25.2	32.5	39.2	35.8	31.4	26.8	20.8	14.2
14.0	15.4	27.2	26.8	28.2	33.8	36.8	35.4	32.4	28.2	18.4	11.4
9.4	15.4	24.5	21.6	26.5	33.4	35.2	37.0	29.4	26.4	21.4	12.1
16.2	10.4	15.0	24.2	28.4	31.4	35.8	35.4	34.4	29.4	23.4	13.4
11.6	17.4	23.2	27.8	25.4	31.4	35.4	34.2	31.8	28.0	22.2	15.4
14.2	13.2	20.2	25.6	30.6	30.6	36.2	34.6	30.4	22.4	19.4	19.4
11.2	14.4	18.9	23.0	30.2	33.2	33.0	37.2	31.4	29.2	15.8	14.4
13.0	13.0	18.6	21.6	30.2	35.2	38.6	36.6	34.2	27.1	20.4	13.2
10.4	8.8	23.4	28.8	30.0	33.4	35.1	35.8	33.0	22.2	19.6	18.0
13.0	12.4	17.4	20.6	29.2	31.4	35.2	34.4	32.0	26.9	21.0	16.2
16.4	18.6	21.0	24.0	30.2	30.4	38.2	38.8	34.0	25.4	23.2	20.2
10.7	14.0	21.0	21.4	25.0	32.3	37.4	36.6	30.7	24.8	16.8	13.7
8.2	11.3	16.6	25.8	25.5	33.4	39.8	35.2	33.2	27.4	23.7	19.4
13.1	17.2	20.4	26.5	30.0	35.2	34.4	36.6	34.1	25.8	21.8	18.0
16.5	19.7	21.0	27.2	27.1	34.5	35.8	37.9	32.6	24.7	18.9	16.8
13.2	15.9	19.7	24.9	30.5	29.3	34.6	35.0	34.9	27.6	19.9	13.9
