4.1	4.8	7.5	12.9	14.6	20.1	23.5	22.2	18.2	10.8	8.1	-0.2
5.1	2.3	6.2	9.0	15.4	19.7	23.3	21.8	19.9	11.0	7.7	0.2
-4.6	-3.3	5.5	12.6	15.4	19.0	22.7	22.2	19.7	13.2	5.5	-0.8
-2.7	3.1	4.2	9.6	16.4	18.4	24.0	22.8	20.1	13.5	3.9	1.7
-4.5	1.6	7.7	9.8	15.6	21.1	23.1	21.6	17.1	16.0	7.3	-1.5
-4.3	-0.6	7.0	12.0	14.3	18.8	23.2	22.0	18.4	12.1	6.0	-1.6
-1.2	-3.3	5.1	9.7	14.8	18.8	21.6	21.3	17.5	13.5	8.1	3.2
-1.4	6.1	4.9	9.8	15.8	19.7	23.4	23.7	18.6	9.9	9.7	0.2
2.6	5.3	6.1	10.8	17.4	20.0	24.4	21.9	17.4	13.9	4.3	3.9
1.2	4.8	7.9	10.9	15.2	19.4	21.7	23.4	19.6	13.5	8.4	2.5
-0.8	0.9	4.8	10.1	15.2	21.0	25.5	23.4	17.7	14.0	7.9	3.3
1.7	1.6	8.0	10.6	13.4	20.5	23.5	22.9	20.2	15.8	5.3	6.1
2.6	-0.7	4.1	11.0	15.2	19.6	20.9	22.6	19.3	12.7	4.5	2.0
-4.1	-1.1	3.0	11.4	16.0	18.5	22.1	21.3	18.6	11.3	8.4	3.5
2.5	4.5	5.9	8.6	17.0	20.5	22.5	20.3	20.1	13.9	6.8	-2.0
4.2	-1.7	4.8	12.2	16.5	20.7	22.0	24.5	19.1	9.9	8.6	2.4
3.5	3.8	7.9	13.4	12.3	19.3	24.9	25.2	20.0	12.9	3.6	1.0
2.9	4.3	-0.4	8.6	15.3	19.7	23.8	22.6	19.8	11.6	6.0	2.8
2.2	2.6	3.7	10.8	16.2	20.0	23.9	23.3	19.4	11.9	3.4	2.9
-8.8	-4.1	7.6	15.3	16.4	19.9	23.6	24.1	19.1	10.8	7.2	0.3
-2.9	1.1	6.3	10.5	14.0	19.5	24.7	22.4	18.0	12.8	8.6	3.8
-1.3	-2.3	8.3	11.2	14.4	20.9	23.1	23.3	18.9	13.9	6.6	-1.9
-4.1	-6.8	2.5	10.9	14.9	19.3	21.0	22.9	17.3	16.0	5.8	-2.2
-3.5	-1.3	4.9	11.3	13.8	19.5	23.0	23.8	19.4	14.7	5.2	3.6
3.7	1.9	5.7	13.1	16.6	20.5	23.9	23.8	22.1	15.2	5.1	-0.1
2.2	4.2	6.2	9.1	17.2	22.2	21.6	23.7	19.9	10.9	2.0	2.2
-0.6	3.9	3.4	9.0	17.7	20.7	25.2	23.8	18.9	11.6	8.5	6.5
2.1	0.4	3.1	7.0	17.0	20.2	23.6	21.4	16.9	12.9	7.6	4.0
1.6	3.2	3.4	12.7	16.0	20.6	25.4	25.9	19.7	14.5	10.0	4.0
2.8	3.4	6.4	12.0	18.0	20.0	24.7	24.3	19.5	14.4	7.4	5.2
-4.2	-1.5	4.3	12.4	14.4	20.0	26.2	23.2	18.9	11.4	7.6	2.9
3.5	3.1	11.2	11.4	14.4	21.6	25.7	24.3	20.6	12.6	6.8	3.0
-5.5	3.9	8.2	10.2	16.1	20.5	24.1	22.4	17.9	13.5	8.1	-1.3
6.0	-1.1	2.9	10.3	17.3	20.6	24.1	24.0	17.9	15.2	7.4	1.5
-0.2	1.9	7.5	11.1	15.3	20.3	23.8	23.4	18.9	14.7	6.0	2.1
3.2	1.8	7.1	10.9	15.9	20.3	25.1	24.6	18.2	10.7	5.5	3.0
-1.7	1.7	7.1	12.0	16.2	21.7	23.4	26.5	19.0	13.7	5.5	1.3
-2.0	1.0	6.6	9.2	18.6	22.1	25.3	25.0	19.4	13.5	7.4	1.6
-1.6	-4.5	9.6	13.6	15.4	22.2	24.7	25.5	19.7	12.5	9.0	1.4
2.4	2.8	4.8	10.8	15.2	21.1	23.7	22.8	18.3	15.5	7.4	5.9
4.1	6.4	9.3	11.6	17.5	20.1	25.4	27.2	21.3	12.9	10.6	5.2
2.2	2.0	5.5	9.6	13.5	18.9	25.3	23.6	19.6	10.8	2.9	2.1
-1.1	-2.0	4.2	12.6	15.1	22.4	25.9	23.0	20.8	14.6	8.5	4.7
2.6	5.3	7.8	12.1	18.1	21.6	23.7	24.2	19.0	10.6	8.4	3.0
2.9	5.6	7.8	12.4	15.8	19.6	24.8	25.4	18.6	12.7	5.8	5.1
1.3	2.4	6.4	9.2	16.0	18.5	24.2	24.5	22.1	14.9	8.4	1.2
